,region,date,AVG_temp(°C),day_precipitation(mm),AVG_wind(m/s),AVG_relative_hum(%)
198,105,07-18,8,2,1,2
199,105,07-19,8,2,1,2
200,105,07-20,8,2,1,2
201,105,07-21,8,1,1,2
202,105,07-22,8,2,1,2
203,105,07-23,8,2,1,2
204,105,07-24,8,2,1,2
205,105,07-25,8,2,1,2
206,105,07-26,8,2,1,2
207,105,07-27,8,2,1,2
208,105,07-28,8,1,1,2
209,105,07-29,8,1,1,2
210,105,07-30,8,1,1,2
211,105,07-31,8,2,1,2
212,105,08-01,8,1,1,2
213,105,08-02,8,2,1,2
214,105,08-03,8,2,1,2
215,105,08-04,8,1,1,2
216,105,08-05,8,1,1,2
217,105,08-06,8,2,1,2
218,105,08-07,8,2,1,2
219,105,08-08,8,2,1,2
220,105,08-09,8,2,1,2
221,105,08-10,8,2,1,2
222,105,08-11,8,2,1,2
223,105,08-12,8,2,1,2
224,105,08-13,8,2,1,2
225,105,08-14,8,2,1,2
226,105,08-15,8,2,1,2
227,105,08-16,8,2,1,2
228,105,08-17,8,2,1,2
229,105,08-18,8,2,1,2
230,105,08-19,8,2,1,2
231,105,08-20,8,2,1,2
232,105,08-21,8,2,1,2
233,105,08-22,8,2,1,2
234,105,08-23,8,2,1,2
235,105,08-24,8,2,1,2
236,105,08-25,7,2,1,2
237,105,08-26,7,2,1,2
238,105,08-27,7,2,1,2
239,105,08-28,7,2,1,2
240,105,08-29,7,2,1,2
241,105,08-30,7,2,1,2
242,105,08-31,7,2,1,2
243,105,09-01,7,1,1,2
244,105,09-02,7,2,1,2
245,105,09-03,7,2,1,2
246,105,09-04,7,2,1,2
247,105,09-05,7,2,1,2
248,105,09-06,7,2,1,2
249,105,09-07,7,1,1,2
250,105,09-08,7,2,1,2
251,105,09-09,7,1,1,2
252,105,09-10,6,2,1,2
253,105,09-11,6,2,1,2
254,105,09-12,6,2,1,2
255,105,09-13,6,1,1,2
256,105,09-14,7,1,1,2
257,105,09-15,6,2,1,2
258,105,09-16,6,2,1,2
259,105,09-17,6,2,1,2
260,105,09-18,6,2,1,2
261,105,09-19,6,2,1,2
262,105,09-20,6,2,1,2
263,105,09-21,6,2,1,2
264,105,09-22,5,2,1,2
265,105,09-23,5,1,1,2
266,105,09-24,5,2,1,2
267,105,09-25,5,2,1,2
268,105,09-26,5,1,1,2
269,105,09-27,6,1,1,2
270,105,09-28,6,2,1,2
271,105,09-29,5,2,1,2
272,105,09-30,5,2,1,2
273,105,10-01,2,1,2,1
274,105,10-02,3,2,1,2
275,105,10-03,3,2,2,2
276,105,10-04,4,1,2,2
277,105,10-05,5,2,2,2
278,105,10-06,6,2,1,2
279,105,10-07,7,2,1,2
280,105,10-08,7,2,1,2
281,105,10-09,6,2,1,2
282,105,10-10,5,1,1,2
283,105,10-11,4,1,2,1
284,105,10-12,3,1,2,1
285,105,10-13,5,2,2,2
286,105,10-14,5,2,1,2
287,105,10-15,4,2,1,2
288,105,10-16,5,1,2,2
289,105,10-17,5,1,1,1
290,105,10-18,4,2,1,2
291,105,10-19,5,1,1,2
292,105,10-20,5,1,1,2
293,105,10-21,5,2,1,2
294,105,10-22,4,2,1,2
295,105,10-23,4,1,1,2
296,105,10-24,5,1,2,2
297,105,10-25,4,1,2,2
298,105,10-26,4,1,2,1
299,105,10-27,4,1,1,1
300,105,10-28,4,1,1,1
301,105,10-29,4,2,2,1
302,105,10-30,4,1,1,1
303,105,10-31,4,1,2,1
304,105,11-01,1,1,2,1
305,105,11-02,3,2,1,2
306,105,11-03,3,1,2,1
307,105,11-04,4,2,2,1
308,105,11-05,5,2,1,2
309,105,11-06,6,2,1,2
310,105,11-07,6,2,1,2
311,105,11-08,7,2,1,2
312,105,11-09,5,2,1,2
313,105,11-10,4,1,1,2
314,105,11-11,4,2,1,2
315,105,11-12,2,2,2,1
316,105,11-13,4,2,2,1
317,105,11-14,3,2,2,1
318,105,11-15,3,1,2,1
319,105,11-16,3,1,2,1
320,105,11-17,3,1,2,1
321,105,11-18,3,2,2,1
322,105,11-19,3,1,2,1
323,105,11-20,3,1,2,1
324,105,11-21,3,1,2,1
325,105,11-22,3,2,2,1
326,105,11-23,3,2,2,1
327,105,11-24,3,2,2,1
328,105,11-25,3,2,2,1
329,105,11-26,3,1,2,1
330,105,11-27,3,1,2,1
331,105,11-28,3,2,2,1
332,105,11-29,3,2,2,1
333,105,11-30,3,2,2,1
334,105,12-01,1,1,2,1
335,105,12-02,2,1,2,1
336,105,12-03,3,2,2,1
337,105,12-04,4,2,2,1
338,105,12-05,4,1,2,1
339,105,12-06,5,1,1,2
340,105,12-07,6,2,1,2
341,105,12-08,6,2,1,2
342,105,12-09,5,2,1,2
343,105,12-10,4,1,2,1
344,105,12-11,3,1,2,1
345,105,12-12,1,1,2,1
346,105,12-13,2,1,2,1
347,105,12-14,2,2,2,1
348,105,12-15,2,1,2,1
349,105,12-16,1,1,2,1
350,105,12-17,2,1,2,1
351,105,12-18,2,1,2,1
352,105,12-19,2,1,2,1
353,105,12-20,2,1,2,1
354,105,12-21,2,2,2,1
355,105,12-22,2,1,2,1
356,105,12-23,2,1,2,1
357,105,12-24,1,1,2,1
358,105,12-25,1,1,2,1
359,105,12-26,1,1,2,1
360,105,12-27,1,2,2,1
361,105,12-28,1,1,2,1
362,105,12-29,2,1,2,1
363,105,12-30,2,1,2,1
364,105,12-31,1,1,2,1
365,294,01-01,1,1,2,1
366,294,01-02,2,1,2,1
367,294,01-03,1,1,2,1
368,294,01-04,1,2,2,1
369,294,01-05,1,1,2,1
370,294,01-06,1,1,2,1
371,294,01-07,1,1,2,1
372,294,01-08,2,1,2,1
373,294,01-09,1,1,2,1
374,294,01-10,1,1,2,1
375,294,01-11,1,1,2,1
376,294,01-12,1,1,2,1
377,294,01-13,1,1,2,1
378,294,01-14,1,1,2,1
379,294,01-15,1,1,2,1
380,294,01-16,1,1,2,1
381,294,01-17,1,1,2,1
382,294,01-18,2,1,2,1
383,294,01-19,2,1,2,1
384,294,01-20,2,2,2,1
385,294,01-21,1,2,2,2
386,294,01-22,1,2,2,1
387,294,01-23,1,1,2,1
388,294,01-24,1,1,2,1
389,294,01-25,1,1,2,1
390,294,01-26,1,1,2,1
391,294,01-27,1,1,2,1
392,294,01-28,1,1,2,1
393,294,01-29,1,2,2,1
394,294,01-30,2,2,2,1
395,294,01-31,1,1,2,1
396,294,02-01,1,1,2,1
397,294,02-02,2,1,2,1
398,294,02-03,1,1,2,1
399,294,02-04,2,1,2,1
400,294,02-05,1,1,2,1
401,294,02-06,1,1,2,1
402,294,02-07,1,2,2,1
403,294,02-08,1,2,2,1
404,294,02-09,1,2,2,1
405,294,02-10,1,2,2,1
406,294,02-11,1,2,2,1
407,294,02-12,1,2,1,1
408,294,02-13,1,2,1,1
409,294,02-14,2,1,2,1
410,294,02-15,2,1,2,1
411,294,02-16,2,1,2,1
412,294,02-17,2,2,2,1
413,294,02-18,2,1,2,1
414,294,02-19,2,1,2,1
415,294,02-20,2,1,2,1
416,294,02-21,2,1,1,1
417,294,02-22,2,1,2,1
418,294,02-23,2,1,2,1
419,294,02-24,2,1,2,1
420,294,02-25,2,1,1,1
421,294,02-26,2,1,1,1
422,294,02-27,2,2,1,2
423,294,02-28,3,2,1,2
424,294,03-01,2,2,2,2
425,294,03-02,2,2,2,2
426,294,03-03,3,1,2,1
427,294,03-04,3,2,1,2
428,294,03-05,2,2,1,2
429,294,03-06,2,1,2,2
430,294,03-07,2,2,1,1
431,294,03-08,3,2,2,1
432,294,03-09,2,2,2,1
433,294,03-10,2,1,2,1
434,294,03-11,2,1,2,1
435,294,03-12,3,1,2,1
436,294,03-13,3,2,2,1
437,294,03-14,3,1,2,1
438,294,03-15,3,1,2,1
439,294,03-16,3,1,2,1
440,294,03-17,3,1,1,1
441,294,03-18,3,2,1,1
442,294,03-19,3,1,2,1
443,294,03-20,3,2,1,2
444,294,03-21,3,1,2,1
445,294,03-22,3,1,2,1
446,294,03-23,3,2,2,1
447,294,03-24,3,1,2,1
448,294,03-25,3,2,2,2
449,294,03-26,3,1,2,1
450,294,03-27,4,1,2,1
451,294,03-28,4,1,2,1
452,294,03-29,4,1,2,1
453,294,03-30,4,1,2,1
454,294,03-31,4,1,1,1
455,294,04-01,4,2,2,1
456,294,04-02,4,1,2,1
457,294,04-03,4,2,2,1
458,294,04-04,3,2,2,1
459,294,04-05,4,1,1,1
460,294,04-06,3,2,2,2
461,294,04-07,3,2,2,2
462,294,04-08,4,1,2,1
463,294,04-09,4,1,2,1
464,294,04-10,4,2,2,1
465,294,04-11,4,1,1,2
466,294,04-12,4,1,2,1
467,294,04-13,4,1,2,1
468,294,04-14,4,2,2,1
469,294,04-15,4,1,2,1
470,294,04-16,4,1,2,1
471,294,04-17,4,2,2,1
472,294,04-18,4,2,2,1
473,294,04-19,4,2,1,1
474,294,04-20,4,2,1,2
475,294,04-21,4,2,1,2
476,294,04-22,4,2,2,2
477,294,04-23,5,2,2,1
478,294,04-24,5,2,2,1
479,294,04-25,5,1,2,1
480,294,04-26,5,2,2,1
481,294,04-27,4,1,2,1
482,294,04-28,4,2,2,1
483,294,04-29,5,2,2,1
484,294,04-30,5,2,2,2
485,294,05-01,5,1,1,2
486,294,05-02,5,2,1,2
487,294,05-03,5,1,2,1
488,294,05-04,5,1,2,1
489,294,05-05,6,1,2,1
490,294,05-06,5,1,2,1
491,294,05-07,5,1,2,1
492,294,05-08,5,1,2,1
493,294,05-09,5,1,1,2
494,294,05-10,5,2,1,2
495,294,05-11,5,2,1,2
496,294,05-12,5,1,2,2
497,294,05-13,5,1,2,2
498,294,05-14,5,1,2,1
499,294,05-15,5,1,2,2
500,294,05-16,5,1,1,1
501,294,05-17,6,2,1,1
502,294,05-18,6,2,2,1
503,294,05-19,6,2,2,1
504,294,05-20,6,1,2,1
505,294,05-21,6,1,2,1
506,294,05-22,6,1,2,1
507,294,05-23,6,2,1,2
508,294,05-24,7,1,1,1
509,294,05-25,6,1,2,1
510,294,05-26,5,1,2,2
511,294,05-27,5,1,2,2
512,294,05-28,6,1,1,2
513,294,05-29,6,1,1,2
514,294,05-30,6,1,2,1
515,294,05-31,6,1,1,1
516,294,06-01,6,2,1,1
517,294,06-02,6,1,1,2
518,294,06-03,6,1,1,1
519,294,06-04,7,1,1,1
520,294,06-05,6,1,1,2
521,294,06-06,6,1,1,2
522,294,06-07,6,2,1,2
523,294,06-08,6,1,1,2
524,294,06-09,6,1,1,2
525,294,06-10,6,1,1,2
526,294,06-11,6,1,1,2
527,294,06-12,5,1,1,2
528,294,06-13,5,1,1,2
529,294,06-14,6,1,1,2
530,294,06-15,6,2,1,2
531,294,06-16,7,1,1,2
532,294,06-17,7,1,1,2
533,294,06-18,7,2,1,2
534,294,06-19,7,1,1,2
535,294,06-20,7,1,1,2
536,294,06-21,7,1,1,2
537,294,06-22,7,1,1,2
538,294,06-23,7,2,1,2
539,294,06-24,7,2,1,2
540,294,06-25,7,2,1,2
541,294,06-26,6,2,1,2
542,294,06-27,7,2,1,2
543,294,06-28,7,2,1,2
544,294,06-29,7,2,1,2
545,294,06-30,7,1,1,2
546,294,07-01,8,2,1,2
547,294,07-02,8,2,1,2
548,294,07-03,7,2,1,2
549,294,07-04,7,2,1,2
550,294,07-05,7,2,1,2
551,294,07-06,7,2,1,2
552,294,07-07,7,2,1,2
553,294,07-08,7,2,1,2
554,294,07-09,7,2,1,2
555,294,07-10,7,2,1,2
556,294,07-11,7,2,1,2
557,294,07-12,8,2,1,2
558,294,07-13,8,2,1,2
559,294,07-14,8,2,1,2
560,294,07-15,8,2,1,2
561,294,07-16,7,2,1,2
562,294,07-17,8,1,1,2
563,294,07-18,8,2,1,2
564,294,07-19,8,2,1,2
565,294,07-20,8,2,1,2
566,294,07-21,8,1,1,2
567,294,07-22,8,2,1,2
568,294,07-23,8,2,1,2
569,294,07-24,8,2,1,2
570,294,07-25,8,2,1,2
571,294,07-26,8,2,1,2
572,294,07-27,8,2,1,2
573,294,07-28,8,1,1,2
574,294,07-29,8,1,1,2
575,294,07-30,8,1,1,2
576,294,07-31,8,2,1,2
577,294,08-01,8,1,1,2
578,294,08-02,8,2,1,2
579,294,08-03,8,2,1,2
580,294,08-04,8,1,1,2
581,294,08-05,8,1,1,2
582,294,08-06,8,2,1,2
583,294,08-07,8,2,1,2
584,294,08-08,8,2,1,2
585,294,08-09,8,2,1,2
586,294,08-10,8,2,1,2
587,294,08-11,8,2,1,2
588,294,08-12,8,2,1,2
589,294,08-13,8,2,1,2
590,294,08-14,8,2,1,2
591,294,08-15,8,2,1,2
592,294,08-16,8,2,1,2
593,294,08-17,8,2,1,2
594,294,08-18,8,2,1,2
595,294,08-19,8,2,1,2
596,294,08-20,8,2,1,2
597,294,08-21,8,2,1,2
598,294,08-22,8,2,1,2
599,294,08-23,8,2,1,2
600,294,08-24,8,2,1,2
601,294,08-25,7,2,1,2
602,294,08-26,7,2,1,2
603,294,08-27,7,2,1,2
604,294,08-28,7,2,1,2
605,294,08-29,7,2,1,2
606,294,08-30,7,2,1,2
607,294,08-31,7,2,1,2
608,294,09-01,7,1,1,2
609,294,09-02,7,2,1,2
610,294,09-03,7,2,1,2
611,294,09-04,7,2,1,2
612,294,09-05,7,2,1,2
613,294,09-06,7,2,1,2
614,294,09-07,7,1,1,2
615,294,09-08,7,2,1,2
616,294,09-09,7,1,1,2
617,294,09-10,6,2,1,2
618,294,09-11,6,2,1,2
619,294,09-12,6,2,1,2
620,294,09-13,6,1,1,2
621,294,09-14,7,1,1,2
622,294,09-15,6,2,1,2
623,294,09-16,6,2,1,2
624,294,09-17,6,2,1,2
625,294,09-18,6,2,1,2
626,294,09-19,6,2,1,2
627,294,09-20,6,2,1,2
628,294,09-21,6,2,1,2
629,294,09-22,5,2,1,2
630,294,09-23,5,1,1,2
631,294,09-24,5,2,1,2
632,294,09-25,5,2,1,2
633,294,09-26,5,1,1,2
634,294,09-27,6,1,1,2
635,294,09-28,6,2,1,2
636,294,09-29,5,2,1,2
637,294,09-30,5,2,1,2
638,294,10-01,2,1,2,1
639,294,10-02,3,2,1,2
640,294,10-03,3,2,2,2
641,294,10-04,4,1,2,2
642,294,10-05,5,2,2,2
643,294,10-06,6,2,1,2
644,294,10-07,7,2,1,2
645,294,10-08,7,2,1,2
646,294,10-09,6,2,1,2
647,294,10-10,5,1,1,2
648,294,10-11,4,1,2,1
649,294,10-12,3,1,2,1
650,294,10-13,5,2,2,2
651,294,10-14,5,2,1,2
652,294,10-15,4,2,1,2
653,294,10-16,5,1,2,2
654,294,10-17,5,1,1,1
655,294,10-18,4,2,1,2
656,294,10-19,5,1,1,2
657,294,10-20,5,1,1,2
658,294,10-21,5,2,1,2
659,294,10-22,4,2,1,2
660,294,10-23,4,1,1,2
661,294,10-24,5,1,2,2
662,294,10-25,4,1,2,2
663,294,10-26,4,1,2,1
664,294,10-27,4,1,1,1
665,294,10-28,4,1,1,1
666,294,10-29,4,2,2,1
667,294,10-30,4,1,1,1
668,294,10-31,4,1,2,1
669,294,11-01,1,1,2,1
670,294,11-02,3,2,1,2
671,294,11-03,3,1,2,1
672,294,11-04,4,2,2,1
673,294,11-05,5,2,1,2
674,294,11-06,6,2,1,2
675,294,11-07,6,2,1,2
676,294,11-08,7,2,1,2
677,294,11-09,5,2,1,2
678,294,11-10,4,1,1,2
679,294,11-11,4,2,1,2
680,294,11-12,2,2,2,1
681,294,11-13,4,2,2,1
682,294,11-14,3,2,2,1
683,294,11-15,3,1,2,1
684,294,11-16,3,1,2,1
685,294,11-17,3,1,2,1
686,294,11-18,3,2,2,1
687,294,11-19,3,1,2,1
688,294,11-20,3,1,2,1
689,294,11-21,3,1,2,1
690,294,11-22,3,2,2,1
691,294,11-23,3,2,2,1
692,294,11-24,3,2,2,1
693,294,11-25,3,2,2,1
694,294,11-26,3,1,2,1
695,294,11-27,3,1,2,1
696,294,11-28,3,2,2,1
697,294,11-29,3,2,2,1
698,294,11-30,3,2,2,1
699,294,12-01,1,1,2,1
700,294,12-02,2,1,2,1
701,294,12-03,3,2,2,1
702,294,12-04,4,2,2,1
703,294,12-05,4,1,2,1
704,294,12-06,5,1,1,2
705,294,12-07,6,2,1,2
706,294,12-08,6,2,1,2
707,294,12-09,5,2,1,2
708,294,12-10,4,1,2,1
709,294,12-11,3,1,2,1
710,294,12-12,1,1,2,1
711,294,12-13,2,1,2,1
712,294,12-14,2,2,2,1
713,294,12-15,2,1,2,1
714,294,12-16,1,1,2,1
715,294,12-17,2,1,2,1
716,294,12-18,2,1,2,1
717,294,12-19,2,1,2,1
718,294,12-20,2,1,2,1
719,294,12-21,2,2,2,1
720,294,12-22,2,1,2,1
721,294,12-23,2,1,2,1
722,294,12-24,1,1,2,1
723,294,12-25,1,1,2,1
724,294,12-26,1,1,2,1
725,294,12-27,1,2,2,1
726,294,12-28,1,1,2,1
727,294,12-29,2,1,2,1
728,294,12-30,2,1,2,1
729,294,12-31,1,1,2,1
730,156,01-01,1,1,2,1
731,156,01-02,2,1,2,1
732,156,01-03,1,1,2,1
733,156,01-04,1,2,2,1
734,156,01-05,1,1,2,1
735,156,01-06,1,1,2,1
736,156,01-07,1,1,2,1
737,156,01-08,2,1,2,1
738,156,01-09,1,1,2,1
739,156,01-10,1,1,2,1
740,156,01-11,1,1,2,1
741,156,01-12,1,1,2,1
742,156,01-13,1,1,2,1
743,156,01-14,1,1,2,1
744,156,01-15,1,1,2,1
745,156,01-16,1,1,2,1
746,156,01-17,1,1,2,1
747,156,01-18,2,1,2,1
748,156,01-19,2,1,2,1
749,156,01-20,2,2,2,1
750,156,01-21,1,2,2,2
751,156,01-22,1,2,2,1
752,156,01-23,1,1,2,1
753,156,01-24,1,1,2,1
754,156,01-25,1,1,2,1
755,156,01-26,1,1,2,1
756,156,01-27,1,1,2,1
757,156,01-28,1,1,2,1
758,156,01-29,1,2,2,1
759,156,01-30,2,2,2,1
760,156,01-31,1,1,2,1
761,156,02-01,1,1,2,1
762,156,02-02,2,1,2,1
763,156,02-03,1,1,2,1
764,156,02-04,2,1,2,1
765,156,02-05,1,1,2,1
766,156,02-06,1,1,2,1
767,156,02-07,1,2,2,1
768,156,02-08,1,2,2,1
769,156,02-09,1,2,2,1
770,156,02-10,1,2,2,1
771,156,02-11,1,2,2,1
772,156,02-12,1,2,1,1
773,156,02-13,1,2,1,1
774,156,02-14,2,1,2,1
775,156,02-15,2,1,2,1
776,156,02-16,2,1,2,1
777,156,02-17,2,2,2,1
778,156,02-18,2,1,2,1
779,156,02-19,2,1,2,1
780,156,02-20,2,1,2,1
781,156,02-21,2,1,1,1
782,156,02-22,2,1,2,1
783,156,02-23,2,1,2,1
784,156,02-24,2,1,2,1
785,156,02-25,2,1,1,1
786,156,02-26,2,1,1,1
787,156,02-27,2,2,1,2
788,156,02-28,3,2,1,2
789,156,03-01,2,2,2,2
790,156,03-02,2,2,2,2
791,156,03-03,3,1,2,1
792,156,03-04,3,2,1,2
793,156,03-05,2,2,1,2
794,156,03-06,2,1,2,2
795,156,03-07,2,2,1,1
796,156,03-08,3,2,2,1
797,156,03-09,2,2,2,1
798,156,03-10,2,1,2,1
799,156,03-11,2,1,2,1
800,156,03-12,3,1,2,1
801,156,03-13,3,2,2,1
802,156,03-14,3,1,2,1
803,156,03-15,3,1,2,1
804,156,03-16,3,1,2,1
805,156,03-17,3,1,1,1
806,156,03-18,3,2,1,1
807,156,03-19,3,1,2,1
808,156,03-20,3,2,1,2
809,156,03-21,3,1,2,1
810,156,03-22,3,1,2,1
811,156,03-23,3,2,2,1
812,156,03-24,3,1,2,1
813,156,03-25,3,2,2,2
814,156,03-26,3,1,2,1
815,156,03-27,4,1,2,1
816,156,03-28,4,1,2,1
817,156,03-29,4,1,2,1
818,156,03-30,4,1,2,1
819,156,03-31,4,1,1,1
820,156,04-01,4,2,2,1
821,156,04-02,4,1,2,1
822,156,04-03,4,2,2,1
823,156,04-04,3,2,2,1
824,156,04-05,4,1,1,1
825,156,04-06,3,2,2,2
826,156,04-07,3,2,2,2
827,156,04-08,4,1,2,1
828,156,04-09,4,1,2,1
829,156,04-10,4,2,2,1
830,156,04-11,4,1,1,2
831,156,04-12,4,1,2,1
832,156,04-13,4,1,2,1
833,156,04-14,4,2,2,1
834,156,04-15,4,1,2,1
835,156,04-16,4,1,2,1
836,156,04-17,4,2,2,1
837,156,04-18,4,2,2,1
838,156,04-19,4,2,1,1
839,156,04-20,4,2,1,2
840,156,04-21,4,2,1,2
841,156,04-22,4,2,2,2
842,156,04-23,5,2,2,1
843,156,04-24,5,2,2,1
844,156,04-25,5,1,2,1
845,156,04-26,5,2,2,1
846,156,04-27,4,1,2,1
847,156,04-28,4,2,2,1
848,156,04-29,5,2,2,1
849,156,04-30,5,2,2,2
850,156,05-01,5,1,1,2
851,156,05-02,5,2,1,2
852,156,05-03,5,1,2,1
853,156,05-04,5,1,2,1
854,156,05-05,6,1,2,1
855,156,05-06,5,1,2,1
856,156,05-07,5,1,2,1
857,156,05-08,5,1,2,1
858,156,05-09,5,1,1,2
859,156,05-10,5,2,1,2
860,156,05-11,5,2,1,2
861,156,05-12,5,1,2,2
862,156,05-13,5,1,2,2
863,156,05-14,5,1,2,1
864,156,05-15,5,1,2,2
865,156,05-16,5,1,1,1
866,156,05-17,6,2,1,1
867,156,05-18,6,2,2,1
